City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Honningsvag,NO,70.9821,25.9704,51.55,93,75,13.8,broken clouds
466,Ellensburg,US,46.9965,-120.5479,92.95,22,0,14.0,clear sky
467,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,87.15,17,45,4.52,scattered clouds
468,Guilin,CN,25.2819,110.2864,77.11,74,93,1.07,overcast clouds
469,Tinyahuarco,PE,-10.75,-76.3,52.0,43,35,12.24,scattered clouds
470,Giron,CO,7.0682,-73.1698,83.77,69,75,6.91,broken clouds
471,Matagami,CA,49.7502,-77.6328,68.11,40,0,8.05,clear sky
472,Faanui,PF,-16.4833,-151.75,78.48,65,40,24.54,scattered clouds
473,Srednekolymsk,RU,67.45,153.6833,60.78,96,100,6.38,light rain
474,Shenzhen,CN,22.5455,114.0683,85.21,87,100,1.07,overcast clouds
475,Avera,US,33.194,-82.5271,94.51,31,61,7.36,broken clouds
476,Aranos,NA,-24.1333,19.1167,50.65,25,0,7.09,clear sky
477,Biak,ID,-0.9131,122.8766,74.57,88,98,6.24,overcast clouds
478,Surt,LY,31.2089,16.5887,81.61,65,0,11.61,clear sky
479,Parintins,BR,-2.6283,-56.7358,83.84,71,100,1.99,heavy intensity rain
480,Biggar,GB,55.6167,-3.5167,64.54,86,27,15.43,scattered clouds
481,Cody,US,44.5263,-109.0565,88.0,35,100,8.99,overcast clouds
482,Kawalu,ID,-7.3817,108.2082,69.49,97,92,1.16,overcast clouds
483,Itoman,JP,26.1247,127.6694,82.42,83,5,3.44,clear sky
484,Thornhill,GB,55.2333,-3.7667,62.11,83,2,13.91,clear sky
485,Whyalla,AU,-33.0333,137.5833,52.7,83,0,13.13,clear sky
486,Catio,GW,11.2833,-15.25,77.05,88,79,5.82,light rain
487,Nakhon Phanom,TH,17.3333,104.4167,73.94,94,38,4.27,scattered clouds
488,Fort Nelson,CA,58.8053,-122.7002,71.19,49,75,12.66,broken clouds
489,Richards Bay,ZA,-28.783,32.0377,64.35,76,0,13.87,clear sky
490,Angoche,MZ,-16.2325,39.9086,72.28,82,16,7.74,few clouds
491,Berlevag,NO,70.8578,29.0864,66.0,87,0,3.44,clear sky
492,Rawson,AR,-43.3002,-65.1023,48.54,49,0,10.09,clear sky
493,Gao,ML,16.6362,1.637,90.21,43,77,10.49,light rain
494,Menziken,CH,47.25,8.1833,72.28,63,87,2.3,overcast clouds
495,Rensvik,NO,63.1,7.8167,56.86,88,75,6.91,broken clouds
496,Porcsalma,HU,47.8833,22.5667,68.09,66,11,7.36,few clouds
497,Ahipara,NZ,-35.1667,173.1667,56.3,87,100,4.61,overcast clouds
498,Lar,IN,26.2039,83.9717,82.27,82,100,5.75,overcast clouds
499,Hokitika,NZ,-42.7167,170.9667,51.87,87,32,9.33,scattered clouds
500,Siquijor,PH,9.2142,123.515,82.13,78,68,9.62,broken clouds
501,San Jose,US,37.3394,-121.895,97.9,38,75,11.5,broken clouds
502,Wajima,JP,37.4,136.9,80.47,85,100,14.99,overcast clouds
503,Uray,RU,60.1247,64.7758,55.0,70,11,3.15,few clouds
504,Dutlwe,BW,-23.9833,23.9,59.32,58,95,22.19,light rain
505,Yokadouma,CM,3.5167,15.05,70.83,86,64,2.59,broken clouds
506,Pechenga,RU,69.5259,31.1703,60.53,74,100,6.31,overcast clouds
507,Sao Felix Do Xingu,BR,-6.6447,-51.995,82.47,51,100,1.54,overcast clouds
508,San Rafael Del Sur,NI,11.8485,-86.4384,79.77,84,100,14.05,overcast clouds
509,Auki,SB,-8.7676,160.7034,79.86,81,23,5.14,few clouds
510,Berdigestyakh,RU,62.0989,126.6992,62.8,97,70,2.73,broken clouds
511,Nova Russas,BR,-4.7067,-40.5631,84.54,38,65,4.38,broken clouds
512,Arica,CL,-18.475,-70.3042,67.55,67,0,11.5,clear sky
513,Copiapo,CL,-27.3667,-70.3333,53.29,55,0,6.35,clear sky
514,Prabumulih,ID,-3.45,104.25,73.33,98,100,2.62,overcast clouds
515,Chazuta,PE,-6.5742,-76.1367,92.25,55,59,3.85,broken clouds
516,Kloulklubed,PW,7.0419,134.2556,83.91,70,100,9.04,overcast clouds
517,Binucayan,PH,8.25,125.7167,71.02,98,59,1.25,broken clouds
518,Bayir,TR,37.2687,28.2167,72.12,38,0,4.74,clear sky
519,Vangaindrano,MG,-23.35,47.6,64.62,85,100,5.55,overcast clouds
520,Dakar,SN,14.6937,-17.4441,84.33,74,40,6.91,scattered clouds
521,Udachnyy,RU,66.4167,112.4,44.46,100,100,18.12,light rain
522,Paamiut,GL,61.994,-49.6678,43.83,90,67,4.47,broken clouds
523,Itacare,BR,-14.2775,-38.9967,72.12,84,3,6.62,clear sky
524,Marawi,PH,7.9986,124.2928,67.37,92,74,2.84,broken clouds
525,Alice Springs,AU,-23.7,133.8833,69.35,24,100,10.36,overcast clouds
526,Suez,EG,29.9737,32.5263,80.38,72,9,10.33,clear sky
527,Scarborough,GB,54.2797,-0.4044,72.97,76,100,4.0,overcast clouds
528,Laredo,US,27.5064,-99.5075,104.45,19,7,19.42,clear sky
529,Pevek,RU,69.7008,170.3133,35.78,99,100,8.43,moderate rain
530,Liverpool,GB,53.4106,-2.9779,70.61,82,20,18.41,few clouds
531,Outlook,CA,51.5001,-107.0513,69.49,64,100,25.03,overcast clouds
532,Warrnambool,AU,-38.3833,142.4833,53.67,74,67,23.42,broken clouds
533,Hede,CN,33.7681,120.2517,78.1,94,0,6.46,clear sky
534,Port Lincoln,AU,-34.7333,135.8667,56.23,73,0,18.88,clear sky
535,Ongandjera,NA,-17.8833,15.0667,54.19,12,31,8.01,scattered clouds
536,Chardara,KZ,41.2547,67.9692,69.26,73,0,10.13,clear sky
537,Nobres,BR,-14.7203,-56.3275,92.25,17,76,3.94,broken clouds
538,Maniitsoq,GL,65.4167,-52.9,43.47,92,99,8.48,overcast clouds
539,Cartagena,CO,10.3997,-75.5144,85.62,74,75,9.22,broken clouds
540,Bulgan,MN,48.8125,103.5347,62.46,75,100,2.01,moderate rain
541,Brigantine,US,39.4101,-74.3646,89.15,64,85,14.38,overcast clouds
542,Barillas,GT,15.8036,-91.3158,69.13,79,22,5.32,few clouds
543,Kargasok,RU,59.0556,80.8572,49.42,80,2,7.11,clear sky
544,Ekhabi,RU,53.5102,142.9671,55.09,96,99,15.41,light rain
545,Opuwo,NA,-18.0607,13.84,51.82,10,86,4.05,overcast clouds
546,Marienburg,PL,54.0359,19.0266,60.12,72,99,5.01,overcast clouds
547,Caledon East,CA,43.8691,-79.8669,80.08,43,1,10.11,clear sky
548,Kajaani,FI,64.2273,27.7285,57.25,82,40,11.5,scattered clouds
549,Talnakh,RU,69.4865,88.3972,45.21,80,0,3.31,clear sky
550,Osinki,RU,52.8432,49.5132,63.63,76,0,6.33,clear sky
551,Dunedin,NZ,-45.8742,170.5036,48.9,67,3,11.65,clear sky
552,Riyadh,SA,24.6877,46.7219,98.74,34,84,5.66,broken clouds
553,Le Port,RE,-20.9373,55.2919,66.25,76,23,2.46,few clouds
554,Popondetta,PG,-8.7537,148.2534,73.0,85,36,2.59,scattered clouds
555,Wakkanai,JP,45.4094,141.6739,64.44,92,100,10.98,overcast clouds
556,Gilgit,PK,35.9221,74.3087,78.66,55,87,3.78,overcast clouds
557,Katobu,ID,-4.9408,122.5276,71.76,93,75,3.53,broken clouds
558,Limulunga,ZM,-15.0969,23.1376,65.8,40,12,8.25,few clouds
559,Aksha,RU,50.2814,113.2867,62.29,87,97,2.33,overcast clouds
560,Novobelokatay,RU,55.7062,58.9549,53.56,92,62,4.74,broken clouds
561,Prince Rupert,CA,54.3161,-130.3201,58.69,92,100,13.8,overcast clouds
562,Cayenne,GF,4.9333,-52.3333,85.08,3,75,3.0,broken clouds
563,Blagoyevo,RU,63.3667,47.9167,59.36,77,100,4.74,overcast clouds
564,La Libertad,EC,-2.2333,-80.9,71.26,88,100,10.36,light intensity drizzle
565,Vestmannaeyjar,IS,63.4427,-20.2734,52.59,70,29,22.28,scattered clouds
566,Imbituba,BR,-28.24,-48.6703,64.09,95,7,6.55,clear sky
567,Ayan,RU,56.45,138.1667,56.62,97,100,11.81,overcast clouds
568,Manacapuru,BR,-3.2997,-60.6206,86.59,64,77,2.8,broken clouds
569,Larsnes,NO,62.2028,5.5773,63.19,90,100,12.28,light rain
570,Palauig,PH,15.435,119.9045,80.74,73,100,3.22,overcast clouds
571,Gushikawa,JP,26.3544,127.8686,81.63,94,6,1.81,clear sky
572,Calama,CL,-22.4667,-68.9333,68.49,10,0,19.57,clear sky
573,Ixtapa,MX,20.7,-105.2,86.23,73,64,5.99,broken clouds
574,Manitouwadge,CA,49.1215,-85.8403,69.42,50,59,12.21,broken clouds
575,Yebaishou,CN,41.3975,119.6408,72.03,90,96,4.18,overcast clouds
576,Moron,AR,-34.6534,-58.6198,61.99,79,55,4.99,broken clouds
577,Balikpapan,ID,-1.2675,116.8289,74.39,100,20,0.0,few clouds
578,Kuala Sungai Baru,MY,2.3594,102.0353,77.04,85,100,4.63,overcast clouds
579,Chimbote,PE,-9.0853,-78.5783,65.25,77,26,11.21,scattered clouds
580,Cabo Rojo,PR,18.0866,-67.1457,84.63,86,60,5.35,broken clouds
581,Pangkalanbuun,ID,-2.6833,111.6167,73.18,99,99,2.13,light rain
582,Kindu,CD,-2.95,25.95,74.44,73,100,2.84,overcast clouds
583,Ulladulla,AU,-35.35,150.4667,54.97,59,100,9.13,moderate rain
584,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,78,100,17.27,overcast clouds
585,Lagunas,PE,-5.2269,-75.6753,80.1,81,94,1.63,overcast clouds
586,Inta,RU,66.0317,60.1659,59.18,61,45,7.49,scattered clouds
587,Upata,VE,8.0086,-62.3989,76.6,92,100,4.25,overcast clouds
588,Valparaiso,CL,-33.0393,-71.6273,61.03,76,0,9.22,clear sky
589,Sorong,ID,-0.8833,131.25,76.71,89,100,6.96,overcast clouds
590,Udgir,IN,18.3833,77.1167,75.02,86,100,6.08,overcast clouds
591,Sisimiut,GL,66.9395,-53.6735,42.96,95,100,8.77,light rain
592,Kizema,RU,61.113,44.8302,58.91,82,100,4.52,overcast clouds
593,Tezu,IN,27.9167,96.1667,75.7,95,99,3.27,overcast clouds
594,Ballina,AU,-28.8667,153.5667,53.02,99,97,3.74,overcast clouds
595,Kidal,ML,18.4411,1.4078,92.44,37,23,6.44,light rain
596,Inhambane,MZ,-23.865,35.3833,63.52,68,38,5.23,scattered clouds
597,Pattaya,TH,12.9333,100.8833,84.11,85,100,12.06,overcast clouds
598,Yei,SS,4.095,30.6779,66.72,94,90,3.44,overcast clouds
599,Elko,US,41.0002,-115.5012,86.74,35,21,10.0,few clouds
600,Mayo,US,38.8876,-76.5119,93.61,54,60,1.99,broken clouds
601,Nantucket,US,41.2835,-70.0995,81.01,89,40,9.22,scattered clouds
602,Bubaque,GW,11.2833,-15.8333,80.06,81,37,12.3,light rain
603,Hamza,UZ,40.4264,71.4956,75.15,61,100,5.99,overcast clouds
604,Kununurra,AU,-15.7667,128.7333,58.98,88,59,0.0,broken clouds
605,Chaihe,CN,44.7667,129.7,70.02,92,99,3.2,overcast clouds
606,Dwarka,IN,22.2394,68.9678,81.84,81,100,10.8,overcast clouds
607,Ryotsu,JP,38.0833,138.4333,78.73,87,100,12.21,heavy intensity rain
608,Novoagansk,RU,61.9449,76.6625,52.72,76,22,6.6,few clouds
609,Axim,GH,4.8699,-2.2405,73.4,79,32,7.58,scattered clouds
610,Kulhudhuffushi,MV,6.6221,73.07,80.82,78,100,22.39,overcast clouds
611,Dingle,PH,10.9995,122.6711,75.79,89,96,4.85,overcast clouds
612,Sambava,MG,-14.2667,50.1667,66.11,87,21,10.56,few clouds
613,Halifax,CA,44.6453,-63.5724,71.53,98,100,1.99,fog
614,Matay,EG,28.419,30.7792,87.31,34,5,16.06,clear sky
615,Centralia,US,46.7162,-122.9543,77.45,54,0,5.75,clear sky
616,Mao,ES,39.8885,4.2658,79.36,53,0,0.0,clear sky
617,Buraydah,SA,26.326,43.975,99.05,34,23,8.61,few clouds
618,Kupang,ID,-10.1667,123.5833,71.4,82,8,5.61,clear sky
619,Kapit,MY,2.0167,112.9333,73.67,100,100,1.14,light rain
620,Alekseyevsk,RU,57.8406,108.3492,63.91,98,100,4.18,light rain
621,Itaituba,BR,-4.2761,-55.9836,77.16,94,40,0.0,light rain
622,Qasigiannguit,GL,68.8193,-51.1922,44.8,76,89,3.47,overcast clouds
623,Karabulak,RU,43.3036,44.8964,72.59,73,46,2.82,scattered clouds
624,Mount Isa,AU,-20.7333,139.5,53.37,76,14,3.44,few clouds
625,Esmeraldas,BR,-19.7625,-44.3139,78.91,36,65,2.84,broken clouds
626,Reconquista,AR,-29.15,-59.65,70.09,67,71,7.23,broken clouds
627,Goya,AR,-29.14,-59.2626,70.34,70,59,7.61,broken clouds
628,Jaclupan,PH,10.3,123.8167,80.1,89,40,3.44,scattered clouds
629,Angoram,PG,-4.0625,144.0661,72.39,98,98,2.37,overcast clouds
630,Anapolis,BR,-16.3267,-48.9528,84.67,29,40,4.61,scattered clouds
631,Ngunguru,NZ,-35.6167,174.5,57.67,84,100,6.29,overcast clouds
632,Quimper,FR,48.0,-4.1,64.96,94,0,6.91,clear sky
633,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.15,34,0,8.05,clear sky
634,Colac,AU,-38.3333,143.5833,51.17,64,18,15.59,few clouds
635,Egvekinot,RU,66.3167,-179.1667,55.81,54,1,5.37,clear sky
636,Parabel,RU,58.6978,81.4825,49.24,80,2,6.44,clear sky
637,Ishigaki,JP,24.3448,124.1572,82.53,89,40,5.75,scattered clouds
638,Bicester,GB,51.9,-1.1536,72.14,58,75,10.36,broken clouds
639,Tshikapa,CD,-6.4167,20.8,85.17,36,100,0.98,overcast clouds
640,Punta Alta,AR,-38.8759,-62.0736,51.89,94,100,3.91,overcast clouds
641,Lensk,RU,60.7253,114.9278,61.47,98,69,4.79,broken clouds
642,Road Town,VG,18.4167,-64.6167,86.04,74,40,10.36,scattered clouds
643,Were Ilu,ET,10.6,39.4333,55.13,83,90,1.07,light rain
644,Piacabucu,BR,-10.4056,-36.4344,74.89,77,100,10.47,overcast clouds
645,Algarrobo,CO,10.1869,-74.5753,85.53,69,95,11.1,overcast clouds
646,Mackay,AU,-21.15,149.2,60.67,94,10,7.92,clear sky
647,Itupiranga,BR,-5.1347,-49.3267,93.52,44,97,2.21,overcast clouds
648,Stromness,GB,58.965,-3.296,58.96,87,100,5.99,overcast clouds
649,Ust-Tsilma,RU,65.441,52.1498,59.85,69,69,4.27,broken clouds
650,Galesburg,US,40.9478,-90.3712,82.36,69,0,19.57,clear sky
651,Iracoubo,GF,5.4802,-53.2011,80.55,83,90,10.69,overcast clouds
652,Carangola,BR,-20.7331,-42.0294,74.73,49,96,2.17,overcast clouds
653,Kenora,CA,49.8167,-94.4337,76.17,60,75,13.8,broken clouds
654,Grand Gaube,MU,-20.0064,57.6608,70.2,75,0,3.0,clear sky
655,Flagstaff,US,35.1981,-111.6513,88.11,30,40,11.5,scattered clouds
656,Kalabo,ZM,-14.97,22.6814,63.86,41,10,6.42,clear sky
657,Vallenar,CL,-28.5708,-70.7581,63.19,52,0,7.07,clear sky
658,Mayya,RU,61.7333,130.2811,63.72,94,72,2.15,broken clouds
659,Marzuq,YE,14.4,46.4667,80.06,52,29,5.57,scattered clouds
660,Winneba,GH,5.3511,-0.6231,71.94,86,25,8.75,scattered clouds
661,Anadyr,RU,64.75,177.4833,63.1,59,0,6.71,clear sky
662,Alikalia,SL,9.1667,-11.4,68.79,99,96,2.93,overcast clouds
663,Vila,PT,42.0304,-8.1588,70.7,72,0,1.19,clear sky
664,Puerto Carreno,CO,6.189,-67.4859,89.58,62,40,4.61,scattered clouds
665,Touros,BR,-5.1989,-35.4608,77.05,83,50,7.94,scattered clouds
666,Gazojak,TM,41.1875,61.4036,80.87,31,13,10.13,few clouds
667,Port Hedland,AU,-20.3167,118.5667,66.25,94,40,9.22,scattered clouds
668,Maragogi,BR,-9.0122,-35.2225,74.66,92,86,9.26,overcast clouds
669,Lidkoping,SE,58.5052,13.1577,55.42,92,100,14.76,overcast clouds
670,Falmouth,GB,50.1544,-5.0711,67.1,94,100,10.36,overcast clouds
671,Wadi Musa,JO,30.3222,35.4793,74.48,44,10,3.87,clear sky
672,Tiznit,MA,29.5833,-9.5,90.97,21,38,2.3,scattered clouds
673,Krasnoselkup,RU,65.7,82.4667,46.04,85,0,10.4,clear sky
674,Mora,CM,11.0461,14.1401,72.0,84,86,4.7,overcast clouds
675,Ghanzi,BW,-21.5667,21.7833,62.44,33,61,6.17,broken clouds
676,Corinto,GR,37.9407,22.9573,78.89,45,0,3.11,clear sky
677,Voh,NC,-20.9667,164.7,73.69,86,100,3.36,overcast clouds
678,Orange Cove,US,36.6244,-119.3137,101.62,24,76,5.66,broken clouds
679,Faya,SA,18.3851,42.4509,62.71,76,97,3.33,overcast clouds
680,Windsor,CA,42.3001,-83.0165,86.95,57,0,5.75,clear sky
681,Biryusinsk,RU,55.9634,97.8235,50.95,82,79,4.99,broken clouds
682,Chenghai,CN,23.4632,116.768,78.71,94,75,2.24,broken clouds
683,Rolla,US,37.9514,-91.7713,96.24,48,75,11.01,broken clouds
684,Solnechnyy,RU,50.7214,136.6319,63.14,99,100,1.12,overcast clouds
685,Lokosovo,RU,61.1333,74.8167,53.1,76,72,5.3,broken clouds
686,Broken Hill,AU,-31.95,141.4333,56.3,61,1,19.77,clear sky
687,Beja,TN,36.7256,9.1817,83.05,58,2,2.82,clear sky
688,Xingyi,CN,24.1877,102.817,59.67,99,57,1.28,broken clouds
689,Smithers,CA,54.7804,-127.1743,59.32,72,100,2.3,light intensity shower rain
690,Montmagny,FR,48.9734,2.3469,81.25,50,0,4.61,clear sky
691,Soyo,AO,-6.1349,12.3689,69.04,87,14,12.84,few clouds
692,Havoysund,NO,70.9963,24.6622,52.03,93,100,8.14,overcast clouds
693,Kars,TR,40.602,43.095,62.38,72,1,4.09,clear sky
694,Kozlovka,RU,55.8428,48.2492,64.81,79,90,3.2,overcast clouds
695,Pasighat,IN,28.0667,95.3333,77.52,87,98,2.48,overcast clouds
696,Koslan,RU,63.4564,48.8989,59.36,74,98,3.91,overcast clouds
697,Rayachoti,IN,14.05,78.75,79.54,78,97,1.99,overcast clouds
698,Mahon,ES,39.8885,4.2658,79.36,53,0,0.0,clear sky
699,Salinopolis,BR,-0.6136,-47.3561,81.23,78,14,14.14,few clouds
700,Kisangani,CD,0.5167,25.2,72.99,80,62,0.54,broken clouds
